name,cover,province_id,city_id,district_id,address,latitude,longitude,contact_number,opening_hours,court_types,is_indoor,facilities,court_qty,base_price,description,rating,enrolling_count,status
奥体网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,北京市 朝阳区 北四环中路出口与北四环中路交叉口东南180米,39.99296,116.401216,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,168,这里不错,0.0,0,0
动之光番茄甜网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,建国路10号(巴学园幼儿园内),39.90905,116.570761,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""06:00"", ""end_time"": ""22:00""}]",[0],[0],{},1,154,这里不错,0.0,0,0
XD不被定义体育公园,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,六里屯路红领巾公园西园运动场,39.927301,116.491796,19520376778,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""06:00"", ""end_time"": ""22:00""}]",[0],[0],{},4,143,这里不错,0.0,0,0
启晨体育网球(奥森店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,北辰西路国奥村东区东侧约90米,40.008289,116.386907,13011010023,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""10:00"", ""end_time"": ""22:00""}]",[0],[0],{},2,156,这里不错,0.0,0,0
网动天地网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,新勇路与顾家庄北大街交叉口西南50米,40.024922,116.448513,18001335269,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""22:00""}]",[0],[1],"{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""ac"": ""https://static.poptennis.com.cn/court/icon/ac.webp"", ""restroom"": ""https://static.poptennis.com.cn/court/icon/restroom.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp""}",3,140,这里不错,0.0,0,0
烁动网球(六里桥丽泽自建校区),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,西三环六里桥地铁站E口东20米,39.880239,116.302808,13716769987,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""09:00"", ""end_time"": ""22:00""}]",[0],[1],{},2,118,这里不错,0.0,0,0
烁动网球(六里桥丽泽自建校区),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,5,看丹街道樊羊路51号慧谷国际中心3号楼B1层128号,39.82765,116.312284,15611755869,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""09:00"", ""end_time"": ""22:00""}]",[0],[1],{},2,157,这里不错,0.0,0,0
芳草荟网球(长春桥店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,厂洼西街18号,39.95313,116.3006,13141122614,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""7:00"", ""end_time"": ""23:00""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",1,165,这里不错,0.0,0,0
灵动网球（世纪金源店）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,板井路69号北京世纪金源大饭店,39.960912,116.288132,13810886792,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""22:00""}]",[0],[1],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",2,142,这里不错,0.0,0,0
海淀公园网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀公园足球网球运动场,39.983431,116.292313,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""7:00"", ""end_time"": ""16:00""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""restroom"": ""https://static.poptennis.com.cn/court/icon/restroom.webp""}",10,186,这里不错,0.0,0,0
网动体育 车道沟校区,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,网动网球公园,39.962135,116.319069,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""21:30""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",9,174,这里不错,0.0,0,0
艾锐斯网球（知春路）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,大成仓艾锐斯体育公园,39.629474,116.314139,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""9:00"", ""end_time"": ""22:00""}]",[0],[1],"{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",4,181,这里不错,0.0,0,0
北京科技大学求实气膜网球馆,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,学院路30号科技大学求实气膜网球馆,39.991217,116.358803,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""9:00"", ""end_time"": ""22:00""}]",[0],"[1, 0]","{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",10,159,这里不错,0.0,0,0
烁动网球（五棵松定慧自建店）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,定慧产业园区内摄影器材城东侧,39.921121,116.275669,17820777721,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""9:00"", ""end_time"": ""22:00""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",2,120,这里不错,0.0,0,0
魅力飞扬网球俱乐部（中海雅园店）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区板井路69号中海雅园小区内,39.937325,116.301831,13520668877,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:30"", ""end_time"": ""21:30""}]",[0],"[1, 0]","{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",3,170,这里不错,0.0,0,0
埃德网球俱乐部（东升汇校区）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区东升镇东升汇体育公园内,40.019362,116.336864,13693367789,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""9:00"", ""end_time"": ""22:00""}]",[0],"[1, 0]","{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",8,151,这里不错,0.0,0,0
得乐网球（永定路店）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区永定路88号院,39.904324,116.265037,13811889900,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""21:00""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""restroom"": ""https://static.poptennis.com.cn/court/icon/restroom.webp""}",4,199,这里不错,0.0,0,0
泰内斯网球俱乐部（五棵松校区）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,复兴路69号hipark多功能厅二楼网球场,39.91309,116.277667,17800296123,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""9:00"", ""end_time"": ""22:00""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",2,158,这里不错,0.0,0,0
YYDS网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区上地十街10号,40.050897,116.301392,13718886622,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:30"", ""end_time"": ""21:30""}]",[0],"[1, 0]","{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",3,180,这里不错,0.0,0,0
绿豆网球俱乐部（泰山店）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区泰山路8号,39.959893,116.2977,13488887766,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""9:00"", ""end_time"": ""22:00""}]",[0],[0],"{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",3,188,这里不错,0.0,0,0
至清网球运动中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,青龙桥街道魔动空间气膜馆,40.00117,116.291552,13269998855,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""6:00"", ""end_time"": ""23:00""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""restroom"": ""https://static.poptennis.com.cn/court/icon/restroom.webp""}",4,132,这里不错,0.0,0,0
温菲尔德网球俱乐部（田村山馆）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区田村山体育中心内,39.925079,116.245083,13120009933,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""22:00""}]",[0],"[1, 0]","{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",9,101,这里不错,0.0,0,0
网动网球（世纪金源校区）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区板井路世纪金源购物中心北侧,39.960354,116.28734,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""22:00""}]",[0],"[1, 0]","{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",4,187,这里不错,0.0,0,0
网动网球（鲁迅文化中心校区）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区花园路鲁迅文化中心内,39.977085,116.365682,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""22:00""}]",[0],[0],"{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp""}",4,194,这里不错,0.0,0,0
木叶网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,宝盛东路甲3号,40.038468,116.376854,13691357207,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""22:00""}]",[0],[0],"{""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",6,125,这里不错,0.0,0,0
迪佳网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,万柳中路6号院1号楼,39.969156,116.297011,62681313,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""22:00""}]",[0],[1],"{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",4,105,这里不错,0.0,0,0
北京曙光时尚网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,板井路正福寺19号,39.947998,116.287033,13911118877,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""7:30"", ""end_time"": ""21:30""}]",[0],[0],"{""lounge"": ""https://static.poptennis.com.cn/court/icon/lounge.webp"", ""shop"": ""https://static.poptennis.com.cn/court/icon/shop.webp""}",5,196,这里不错,0.0,0,0
温菲尔德网球俱乐部（中关村馆）,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,11,1,8,海淀区中关村辽宁大厦内足球场西侧,39.985587,116.335942,13161119933,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""8:00"", ""end_time"": ""22:00""}]",[0],[0],"{""store"": ""https://static.poptennis.com.cn/court/icon/store.webp"", ""shower"": ""https://static.poptennis.com.cn/court/icon/shower.webp"", ""parking"": ""https://static.poptennis.com.cn/court/icon/parking.webp""}",3,140,这里不错,0.0,0,0
上海崇明前卫红土网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,51,竖新镇前卫村前卫生态村内,31.719475,121.513515,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[1],"[1, 0]",{},7,193,这里不错,0.0,0,0
唛恩·林旅崇明怡沁园网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,51,崇明北沿公路2089号怡沁园度假酒店,31.671452,121.478167,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,157,这里不错,0.0,0,0
东平镇前进文化中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,51,东平镇东冉路886号,31.677829,121.539015,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,135,这里不错,0.0,0,0
崇明区人民体育场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,51,北门路88号,31.626767,121.400107,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,160,这里不错,0.0,0,0
堡镇社区市民健身中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,51,堡镇南路269号,31.532281,121.615929,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,137,这里不错,0.0,0,0
鑫港湾公共运动场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,月工路888号,30.808459,121.346475,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,188,这里不错,0.0,0,0
金山体育中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,杭州湾大道4100号,30.785576,121.329335,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,154,这里不错,0.0,0,0
起道体育·青笠网球俱乐部(学府路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,学府路1283弄88号,30.739242,121.316641,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,119,这里不错,0.0,0,0
起道体育·青笠网球俱乐部(卫清东路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,卫清东路2228号第二栋,30.738857,121.365611,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,188,这里不错,0.0,0,0
思迈网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,山鑫阳光城5号门旁,30.727611,121.347151,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,104,这里不错,0.0,0,0
新城路市民运动场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,石化街道新城路98号,30.710096,121.343147,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,137,这里不错,0.0,0,0
金山区社会体育管理中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,合浦路147号,30.707337,121.342097,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,121,这里不错,0.0,0,0
金山体育馆(朱泾镇市民健身中心),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,16,朱泾镇健康南路333号,30.884581,121.157224,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,192,这里不错,0.0,0,0
超越·阳光草地网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,20,江海村南庄路,30.891182,121.436076,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},18,116,这里不错,0.0,0,0
超越体育网球俱乐部・奉贤体育中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,20,南桥镇古华路100号,30.904595,121.467415,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]","[0, 2]",[1],{},5,184,这里不错,0.0,0,0
甜区网球·奉贤店,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,20,南桥镇南桥路839号22-1幢,30.926639,121.454171,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]","[0, 2]",[1],{},3,165,这里不错,0.0,0,0
司赢网球俱乐部(天翼球馆),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,20,南桥路868号E栋二楼,30.926894,121.455007,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},2,136,这里不错,0.0,0,0
司赢网球俱乐部(天空球场),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,20,南桥路868号A栋三楼,30.926894,121.455007,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]","[0, 2]","[1, 0]",{},4,103,这里不错,0.0,0,0
乐动力·临港足球综合运动中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,20,承贤路与书桂路交叉口西100米,30.869934,121.740089,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},1,185,这里不错,0.0,0,0
临港黄日网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,紫荆花路88号附近,30.89195,121.916776,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},2,121,这里不错,0.0,0,0
乐动力·临港黄日网球中心(辉华),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,紫荆花路与橄榄路交叉口西北220米,30.890493,121.916493,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},2,195,这里不错,0.0,0,0
乐动力·临港绿丽网羽中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,南汇新城镇环湖西二路960号,30.902656,121.923866,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,167,这里不错,0.0,0,0
乐动力·滴水湖网球热力场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,环湖东一路800号,30.893049,121.953728,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},4,177,这里不错,0.0,0,0
书院镇市民健身中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,丽正路1255号,30.980706,121.861125,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,168,这里不错,0.0,0,0
Jovi Tennis Arena 佳维,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,惠南镇川南奉公路6101号弘基广场,31.055887,121.765031,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,155,这里不错,0.0,0,0
光圈网球(航头店)·航头体育中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,鹤韵路425号,31.077249,121.597057,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,186,这里不错,0.0,0,0
达晨荣体育中心·宏亦远网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,航头镇沪南公路5292号,31.042731,121.593875,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,131,这里不错,0.0,0,0
PDT紫色动力国际(火星一号馆),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,龙吴路5891号火星一号商业广场,31.03455,121.467773,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},2,139,这里不错,0.0,0,0
明越网球俱乐部(永德路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,莲花南路3999弄满天星生活广场,31.038801,121.445039,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,110,这里不错,0.0,0,0
乐达恒温球馆-网球(灯辉路),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,灯辉路1128号,31.028814,121.408706,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,124,这里不错,0.0,0,0
凯洛思网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,剑川路999号大零号湾科创运动汇,31.026067,121.418784,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,102,这里不错,0.0,0,0
明越网球俱乐部(沪闵店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,沪闵路1201号,31.018644,121.4206,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,194,这里不错,0.0,0,0
凯洛思网球·马桥万达店,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,富岩路121号1楼马桥万达网球场,31.023393,121.373024,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,112,这里不错,0.0,0,0
严明网球·马桥校区,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,文井路495号A楼楼顶,31.013457,121.377207,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,174,这里不错,0.0,0,0
泾彩江川网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,鹤庆路788号,31.00814,121.407554,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,189,这里不错,0.0,0,0
焱网江川体育活动中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,鹤庆路788号,31.00814,121.407554,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,137,这里不错,0.0,0,0
汇友令网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,江川路780号8幢101,31.000563,121.399068,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,161,这里不错,0.0,0,0
严明网球·碧江校区,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,碧江南路559号,31.000155,121.404257,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,165,这里不错,0.0,0,0
JOY TENNIS・久逸网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,川大路311号,31.168074,121.702948,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,186,这里不错,0.0,0,0
Joy Tennis久逸网球俱乐部(远洋路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,远洋路8号,31.167646,121.7137,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,137,这里不错,0.0,0,0
上海Moore网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,浦东鹿吉路300号,31.103388,121.694144,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,177,这里不错,0.0,0,0
友来网球俱乐部(生态园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,康新公路与汤巷中心村交叉口西北,31.144164,121.611249,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,146,这里不错,0.0,0,0
聚勒勒网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,川周公路3138号康鲤科创园4幢,31.139068,121.608094,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},4,142,这里不错,0.0,0,0
